0.568304 0.568283 1
0.310968 0.310956 -1
0.103376 0.103373 -1
0.0531882 0.053218 -1
0.97006 0.970064 1
0.0941873 0.0941707 -1
0.655902 0.655892 1
0.370821 0.370839 -1
0.558482 0.558476 1
0.849389 0.849383 1
0.796038 0.796051 1
0.723246 0.723252 1
0.571236 0.571254 1
0.385144 0.38512 -1
0.877176 0.877168 1
0.74655 0.746552 1
0.0676164 0.0676087 -1
0.0412524 0.0412649 -1
0.851637 0.851661 1
0.586989 0.58698 1
0.661014 0.660994 1
0.587988 0.587968 1
0.257615 0.257628 -1
0.680505 0.680485 1
0.895242 0.895257 1
0.381124 0.381139 -1
0.314332 0.31433 -1
0.157744 0.157747 -1
0.670923 0.670925 1
0.531716 0.531736 1
0.810956 0.810938 1
0.514937 0.51493 1
0.188567 0.188587 -1
0.778528 0.778527 1
0.904966 0.904955 1
0.563699 0.563708 1
0.599768 0.59978 1
0.619909 0.619928 1
0.650556 0.650556 1
0.131949 0.131967 -1
0.251546 0.251546 -1
0.690874 0.690863 1
0.381249 0.381284 -1
0.559231 0.559232 1
0.197361 0.197367 -1
0.784776 0.784781 1
0.620494 0.620499 1
0.229646 0.229647 -1
0.0891466 0.0891438 -1
0.981857 0.981861 1
0.64711 0.647102 1
0.725596 0.725592 1
0.614771 0.614764 1
0.976315 0.976321 1
0.250716 0.250708 -1
0.281071 0.281096 -1
0.550196 0.550187 1
0.955756 0.955751 1
0.251821 0.251838 -1
0.538196 0.538183 1
0.58285 0.582836 1
0.48367 0.48368 -1
0.481451 0.481471 -1
0.291576 0.291561 -1
0.181592 0.181596 -1
0.232746 0.232759 -1
0.488322 0.488349 -1
0.664499 0.664487 1
0.0420094 0.0420475 -1
0.950521 0.950524 1
0.445707 0.445706 -1
0.430385 0.430396 -1
0.747574 0.747583 1
0.245047 0.245078 -1
0.742838 0.742833 1
0.284625 0.284627 -1
0.0613909 0.061374 -1
0.612767 0.612754 1
0.378545 0.378555 -1
0.818764 0.818763 1
0.0507026 0.0507136 -1
0.882725 0.882731 1
0.0810847 0.0810796 -1
0.836278 0.836279 1
0.696709 0.696695 1
0.603346 0.603334 1
0.513718 0.513712 1
0.247789 0.247802 -1
0.704221 0.704213 1
0.546723 0.546724 1
0.881583 0.881592 1
0.13456 0.134545 -1
0.86883 0.868815 1
0.980909 0.980887 1
0.369986 0.369986 -1
0.194455 0.194457 -1
0.483858 0.483875 -1
0.43807 0.43808 -1
0.159602 0.159592 -1
0.923499 0.923504 1
0.419902 0.419906 -1
0.659252 0.659271 1
0.419546 0.419546 -1
0.935494 0.935512 1
0.712397 0.71239 1
0.952567 0.952549 1
0.915359 0.915379 1
0.182693 0.182675 -1
0.668527 0.668522 1
0.0965221 0.0965266 -1
0.984174 0.984197 1
0.7437 0.743702 1
0.213357 0.213341 -1
0.617402 0.617386 1
0.335604 0.335604 -1
0.632581 0.632597 1
0.515744 0.515757 1
0.786921 0.786912 1
0.502608 0.502599 1
0.164538 0.164537 -1
